001_mean,002_mean,003_mean,004_mean,005_mean,006_mean,007_mean,008_mean,009_mean,010_mean,011_mean,012_mean,013_mean,014_mean,015_mean,016_mean,017_mean,018_mean,019_mean,020_mean,021_mean,022_mean,023_mean,024_mean,025_mean,026_mean,027_mean,028_mean,029_mean,030_mean,031_mean,032_mean,033_mean,034_mean,035_mean,036_mean,037_mean,038_mean,039_mean,040_mean,041_mean,042_mean,043_mean,044_mean,045_mean,046_mean,047_mean,048_mean,049_mean,050_mean,051_mean,052_mean,053_mean,054_mean,055_mean,056_mean,057_mean,058_mean,059_mean,060_mean,061_mean,062_mean,063_mean,064_mean,065_mean,066_mean,067_mean,068_mean,069_mean,070_mean,071_mean,072_mean,073_mean,074_mean,075_mean,076_mean,077_mean,078_mean,079_mean,080_mean,081_mean,082_mean,083_mean,084_mean,085_mean,086_mean,087_mean,088_mean,089_mean,090_mean,091_mean,092_mean,093_mean,094_mean,095_mean,096_mean,097_mean,098_mean,099_mean,100_mean,101_mean,102_mean,103_mean,104_mean,105_mean,106_mean,107_mean,108_mean,109_mean,110_mean,111_mean,112_mean,113_mean,114_mean
0.099593,-0.0346167333333333,-0.0364406666666666,-0.2296883333333333,-0.0197852033333333,-0.1142603333333333,-0.0345792299999999,0.0007737333333333,0.0441792333333333,-0.0791499333333333,0.047821,-0.0258259999999999,0.1385339666666666,0.0960939333333333,0.0388225,0.0329750833333333,-0.112689,-0.0333473333333333,0.0581969666666666,0.0572955666666666,-0.0529959333333333,-0.0251878666666666,-0.0287957,-0.0233978333333333,-0.0376112999999999,0.0440893,-0.0857286666666666,-0.0542780833333333,0.0448306666666666,-0.1438463333333333,0.0662857,0.0906771,0.0974987666666666,0.1836846666666666,0.0615879666666666,-0.0028777666666666,0.437073,0.0359325333333333,0.1055078,-0.0158813666666666,0.0376802,0.0348970166666666,0.0565733333333333,0.0677972333333333,0.0878166666666666,-0.0041975166666666,0.1011970999999999,-0.0251136,-0.0171931133333333,-0.0882824,-0.0019961666666666,-0.0175926333333333,-0.2435743333333333,0.0336249999999999,0.0879943333333333,0.0052695,-0.1574735233333333,0.0228697999999999,0.0630143666666666,-0.0458953999999999,-0.0542262066666666,0.0821967333333333,0.00602413,0.0345456333333333,0.0622350333333333,0.0399554999999999,0.0856022333333333,-0.0058950333333333,0.0944112666666666,0.1441524266666666,0.1066840333333333,0.0599628333333333,-0.0028375999999999,0.0340411666666666,0.0626438999999999,0.026717,0.0217957333333333,0.0119340333333333,0.0327937,0.0044448666666666,0.0272066666666666,0.1238269666666666,0.0028572999999999,0.0749486666666666,0.1100031233333333,0.0532069866666666,-0.0494203666666666,-0.0765484333333333,0.286551,0.1204549999999999,0.0579757666666666,-0.0336951333333333,0.0007131,-0.1349610333333333,0.1848571666666666,0.0228952,-0.018385,0.0004608433333333,0.0141366333333333,0.0476559666666666,0.0085263333333333,-0.0265268333333333,-0.0100649966666666,0.0136110361,0.0050714666666666,0.0356230333333333,0.0826539333333333,0.0408612999999999,0.0075085266666666,0.0854860333333333,0.0231027666666666,0.0202484,-0.0255968999999999,0.0301987666666666
-0.07074695,0.0658732333333333,0.0233805666666666,0.0268913333333333,0.0008943666666666,-0.0575101666666666,-0.1418176666666666,0.0796265433333333,-0.0820319,-0.066438,0.0096213966666666,-0.0144681,0.0001295999999999,-0.1356639,0.0046634099999999,-0.0188896,-0.0562251833333333,0.0237762666666666,-0.0084079333333333,0.026323,-0.130289,-0.1269063333333333,-0.0809295,-0.0230723,-0.0777689666666666,-0.0695567333333333,-0.0376245,-0.0326760666666666,0.0066646033333333,0.1252316,-0.0443692,-0.0513185866666666,0.000944508,-0.0729285666666666,0.0842200333333333,0.0433905666666666,0.2898953333333333,-0.0857103333333333,-0.0440361266666666,-0.0885223,0.0312462666666666,-0.0202338666666666,-0.0268563333333333,-0.0541474333333333,-0.0461741333333333,0.0152767333333333,-0.0119344,0.0860406,-0.0276222666666666,-0.1054258666666666,-0.0235781,-0.0441304666666666,-0.1492942333333333,-0.0303910666666666,-0.0730803333333333,-0.0079738333333333,-0.0945221333333333,0.0010353333333333,0.01883712,0.0040419033333333,-0.0048515,0.01938926,-0.0754150333333333,-0.0649958666666666,0.0232673666666666,-0.0423073666666666,0.0567776666666666,0.0924374666666666,0.0406057333333333,0.0154274266666666,0.0158347999999999,-0.0064518333333333,-0.0482053,-0.021414455,-0.0017611999999999,-0.0548483333333333,0.0028946333333333,0.0364546333333333,-0.0737962333333333,-0.083903,-0.0727824566666666,-0.0370230366666666,-0.0183268999999999,-0.0295428333333333,-0.0989503333333333,-0.0163839,-0.0129744333333333,-0.0127529999999999,0.1262928833333333,-0.0239198,0.0754361666666666,-0.0518005333333333,-0.1396701666666666,-0.0027110233333333,0.0177578999999999,0.0137796033333333,-0.0095443333333333,0.0485141333333333,-0.0172644666666666,-0.0183653333333333,-0.0653216666666666,-0.0595528666666666,-0.0645798,-0.0224903999999999,-0.082586,-0.0058475666666666,-0.1128219999999999,-0.0144612,-0.0070574333333333,-0.0290160666666666,0.0051379666666666,-0.0484833333333333,-0.0573349666666666,-0.0179235
-0.2924633333333333,0.0334445333333333,0.0607369333333333,-0.0387376666666666,-0.0401468666666666,0.0461737666666666,-0.0144502,-0.0648304666666666,-0.1103203999999999,-0.0459262333333333,-0.0453815333333333,-0.0108738666666666,-0.0910135233333333,-0.1228242,0.00467072,-0.0238696666666666,0.0498733666666666,0.0463304333333333,-0.1239459,-0.0355501,-0.1060837066666666,-0.0986603333333333,-0.0099750666666666,-0.0186678666666666,0.0056479999999999,-0.0394924,0.1483096666666666,0.0011882666666666,-0.1316014333333333,0.2909774666666667,-0.1801238666666666,-0.0939835333333333,-0.1041993333333333,-0.0870182333333333,-0.0833895333333333,0.0394695333333333,-0.4957048333333333,-0.0673489,-0.0744205333333333,-0.0472843333333333,-0.0906652666666666,-0.0207196666666666,-0.0375069999999999,-0.06921096,-0.1108461999999999,-0.0048840333333333,-0.1068864333333333,-0.0004498333333333,0.0278850333333333,0.0483183333333333,-0.0663677333333333,-0.0655401666666666,0.2710393333333333,-0.0208476266666666,-0.1670405,-0.08615,0.0940578033333333,-0.1295932,-0.0345117,0.0324719333333333,-0.0246763333333333,-0.0646152333333333,-0.0356258,-0.0978238,-0.0530109666666666,-0.0227087666666666,-0.1086905666666666,0.0680163999999999,0.0419725333333333,-0.02963931,-0.1145620333333333,-0.0680695266666666,-0.045132,-0.0579860333333333,-0.1079169333333333,-0.1072596333333333,0.0215975666666666,0.0797791333333333,-0.1033443666666666,-0.0776574,-0.0681816666666666,-0.1020873333333333,-0.0108279766666666,-0.0353296666666666,-0.1571853666666667,-0.1505136333333333,-0.060865,-0.0219823333333333,-0.2296343333333333,-0.1881085333333333,-0.0709210333333333,0.0504463333333333,-0.155304,0.1998629999999999,-0.1185387666666666,-0.0218758333333333,0.0570693666666666,-0.0375869666666666,-0.1100249433333333,-0.0452611,0.0032812666666666,0.0981886666666666,-0.0999052933333333,-0.0348585666666666,-0.11438,-0.0926673333333333,-0.1433673333333333,0.02534166,0.0722566,-0.2342706666666666,-0.0188650333333333,-0.1098429,-0.1009573333333333,-0.0394232666666666
-0.2169526333333333,-0.0145431333333333,-0.0647064933333333,-0.2651086666666666,-0.0520179,0.0474077666666666,0.1006162333333333,-0.143279,-0.0296527333333333,-0.0181521666666666,-0.0545691466666666,0.0383185333333333,0.0281159333333333,0.0497336666666666,-0.0182182333333333,0.0031864666666666,0.1712966333333333,-0.0380556666666666,-0.1121481333333333,-0.0213354999999999,0.0465455333333333,0.06929712,0.075992,0.0254031,0.0851540666666666,0.0041945999999999,0.1410908566666666,0.0467563333333333,-0.1183337,0.0123222333333333,-0.2041543333333333,-0.00820717,-0.0500885,0.0773586666666666,-0.1014639,-0.0343483666666666,-0.262588,-0.0082711333333333,-0.0107023033333333,0.0831941666666666,-0.1444839666666666,0.050046,-0.0098554666666666,-0.0692651666666666,-0.0894841666666666,-0.0326357333333333,-0.1818154666666666,-0.1628254533333333,0.0118119,0.0183421266666666,-0.0843436666666666,0.0152655333333333,0.269709,0.0411511,-0.1506876666666666,-0.0645382333333333,0.1419521333333333,-0.1645961,0.0051673333333333,-0.0650956333333333,-0.1458426666666666,-0.088864426,0.0578022333333333,-0.0080358333333333,-0.067618,0.05362099,-0.1741105333333333,-0.0578341333333333,0.0062686999999999,-0.0041461999999999,-0.1286106,-0.0498248666666666,0.0340943333333333,-0.0117243533333333,-0.0700433,0.0088221333333333,0.0371293333333333,-0.0107958333333333,-0.0052326999999999,0.0792716666666666,0.0397443666666666,0.0111674999999999,-0.0034519666666666,-0.0130434,-0.0314691,-0.1384250333333333,-0.0335141333333333,-0.0328955333333333,-0.2434806666666666,-0.1582664666666666,-0.1735275999999999,0.0841543333333333,0.0444487999999999,0.1381252333333333,-0.1295117333333333,-0.0996366233333333,0.0415855,-0.1021383,-0.0323826999999999,-0.0605856333333333,0.0268340633333333,0.0061926666666666,-0.0457611333333333,0.0106899999999999,-0.1346933333333333,-0.0987486666666666,-0.1291861666666666,0.0498128333333333,0.0403691666666666,-0.21351789,-0.0561981333333333,-0.1558317,0.0092721333333333,-0.0587038333333333
-0.044051,0.0302529666666666,-0.1166848666666666,0.0796232333333333,0.0528765053333333,0.0397420333333333,0.0694690333333333,-0.0356329666666666,0.0417371666666666,0.0399037999999999,0.0323606333333333,0.1096930999999999,0.0448641,0.0956856333333333,-0.0408079333333333,0.0163846333333333,0.1803741333333333,-0.0419787099999999,0.0484718333333333,0.0478512033333333,0.1814129,0.1769153666666666,0.1095869999999999,0.0600675333333333,0.0425773999999999,0.0029761666666666,-0.1025547333333333,0.088689,0.0836991333333333,-0.1845318333333333,-0.071669,-0.0120988333333333,0.0460631,-0.0428813333333333,0.0498513,-0.0295187,0.4676125666666667,-0.0320324666666666,-0.0359856333333333,0.1149374333333333,-0.0272533666666666,0.0236176333333333,-0.0168498999999999,-0.072917,-0.0394070159999999,-0.0323746,-0.0595360333333333,-0.094084,-0.0019232333333333,-0.0078723,0.0470959633333333,0.1245911333333333,0.0232564333333333,0.0629750333333333,-0.0368630666666666,0.0887564,0.0714811333333333,-0.0352937,0.0336028666666666,-0.0592952666666666,-0.0197796666666666,-0.037637,0.0822906,0.1114478333333333,-0.0439252333333333,0.0325602333333333,-0.0755453333333333,-0.0987575333333333,-0.0247532999999999,0.0091881999999999,-0.0278551666666666,0.0134297533333333,0.0801181666666666,0.0256756999999999,0.0600923999999999,0.1090883333333333,0.0025312,-0.1136262,0.0830344666666666,0.1067510333333333,0.0560913333333333,0.06979863,-0.0224261666666666,-0.0920249666666666,0.1177811633333333,0.0688735366666666,0.1537061833333333,0.0222081033333333,0.0152745566666666,-0.0569531333333333,-0.0735323,-0.0827306333333333,0.200442,-0.0676089666666666,-0.1669636666666666,-0.0940726333333333,-0.09568722,-0.0487709999999999,0.11957224,0.0210790333333333,-0.0472064,-0.1348323333333333,0.1160184,0.0380645,-0.0155247666666666,0.0440303333333333,-0.068908,-0.0224257333333333,-0.0908847666666666,0.072976,0.0411623999999999,0.0099183333333333,0.1689244666666667,-0.1240288333333333
0.0334656,0.0524562999999999,-0.0205466999999999,0.5625336666666667,0.1223449666666666,0.1125996,0.0222330999999999,-0.0125066666666666,0.0947275,0.0960516333333333,0.0714423,0.0884186,-0.1074066333333333,0.0345805033333333,-0.0032766999999999,0.0186682333333333,-0.0171864333333333,-0.0178205333333333,0.1079923333333333,0.0458747,0.1857042333333333,0.1084312166666666,0.0572859,0.0011175999999999,0.0036619666666666,0.0208959999999999,-0.16421,0.0911561999999999,0.1124777333333333,-0.0926322,0.0761116566666666,-0.1125538666666666,-0.0107309666666666,-0.2583607666666666,0.0005169,-0.0041581999999999,-0.0036079999999999,-0.0290135466666666,-0.0687978666666666,0.0074860666666666,0.1289033333333333,-0.0887132333333333,-0.0337714,0.0576889999999999,0.0212133333333333,-0.0066286999999999,0.2043387333333333,0.1100706666666666,0.0702506733333333,0.1612851666666666,0.1822096666666667,0.0426673333333333,0.083287,0.0097071666666666,0.1594758333333333,0.1651958,0.0314396333333333,0.1043050666666666,-0.0217985666666666,0.1084335666666666,0.2817127666666666,0.0159435333333333,0.0479726333333333,0.0670634,-0.0742146666666666,-0.0223451666666666,-0.0247674666666666,-0.0128647199999999,0.0040703666666666,-0.0263032233333333,0.0729028,0.0435657333333333,0.0479530666666666,0.0211312333333333,0.0543768666666666,0.045832,-0.0346036999999999,-0.0840110766666666,0.1000858333333333,-0.0075509333333333,0.0294660333333333,-0.0079332333333333,0.009854,-0.1177180666666666,0.1554874333333333,0.2539968333333333,0.218638,0.0002819333333333,0.0506227966666666,0.0485855,0.036715,-0.1150601333333333,0.1504913333333333,-0.1378765333333333,-0.0205342666666666,-0.0078368,-0.1209666333333333,0.0019368666666666,0.1559467333333333,0.1340423,-0.0214361666666666,0.0544652,0.286802,0.0068533799999999,0.2194084666666666,0.1121483666666666,0.1747212666666666,-0.0873816,-0.0912871,0.3303453333333333,0.1597741333333333,0.2638601666666667,0.1918216666666666,-0.1563738666666666
0.1635311666666666,-0.0329499666666666,0.0522574333333333,0.4667697333333333,0.047666,0.1636814,0.0233969333333333,-0.0470561,0.1485135,0.1813793333333333,-0.0271041333333333,-0.0061820666666666,-0.1359026333333333,0.0465796333333333,0.0281427999999999,0.0219845,-0.15419176,-0.0366704999999999,0.0247338666666666,-0.0302898333333333,0.1880125,0.0377922333333333,-0.0417736333333333,-0.0369330999999999,0.0512943266666666,0.0184412966666666,0.0289003333333333,0.0884260333333333,-0.0236571333333333,-0.0506528,0.1115456666666666,-0.0803761666666666,-0.0918109,-0.1501019999999999,-0.1333538666666666,-0.0718148,-0.8945123333333335,0.0359299333333333,-0.0247863999999999,-0.0615679666666666,0.1397646333333333,-0.0749502333333333,-0.027893,0.2337614999999999,0.0074499999999999,0.0275055333333333,0.2014506666666666,0.1232605,0.0718513333333333,0.1797431333333333,0.1097713666666666,-0.0757225333333333,0.1324870933333333,-0.0967341999999999,0.2586885333333333,0.1070886666666666,0.0579951666666666,0.1651587,-0.0684496333333333,0.1841816666666666,0.3061106,0.0306546666666666,0.0487170666666666,-0.0591798666666666,-0.0448322666666666,-0.0236298666666666,0.0243899999999999,0.0256751333333333,-0.0266958,-0.1006919,0.0679932999999999,0.0304263,0.0387840333333333,0.0366222,-0.0215053333333333,0.0121492966666666,-0.0548348866666666,-0.0409162333333333,0.1027563333333333,0.0264875133333333,0.0791533666666666,-0.0344874166666666,0.1064107666666666,-0.0306319999999999,0.0556866666666666,0.2701132,0.0736849999999999,-0.0355477066666666,-0.1074011666666666,0.206624,0.0348811,0.0918149666666666,0.042858,-0.0843157,0.250701,0.0085541333333333,0.0359556666666666,0.0288248333333333,0.099782,0.11386597,0.10204,0.2225936666666666,0.25282614,-0.0245350266666666,0.2273259333333333,-0.0113946333333333,0.3582868999999999,-0.0608926666666666,-0.0059895,0.3333227333333333,0.0724976,0.2093204666666666,0.0798156333333333,-0.0575620333333333
0.3227734666666667,-0.1108159233333333,0.1097697666666666,0.2063452,0.0019765,0.1045527333333333,0.0284143333333333,0.063608,0.1051901666666666,0.2460696666666666,-0.0936135666666666,-0.0527629333333333,-0.0188154,0.1113670333333333,-0.0222154166666666,0.0377880666666666,-0.0325328,0.0282350666666666,-0.01311882,-0.1045118199999999,0.214803,0.0533935666666666,-0.0155251,0.034356,0.0722169666666666,0.0137826333333333,0.1271037,0.0561684666666666,-0.0029066666666666,-0.0023175333333333,0.0936846666666666,0.0834102333333333,-0.0112988333333333,0.0451191666666666,-0.0230688333333333,-0.1050744633333333,-0.7188026666666666,0.0885122666666666,0.0022322333333333,-0.0274577666666666,0.022086,0.0432516,-0.0301736666666666,0.1950805333333333,-0.0295259999999999,0.0283466,-0.0472783333333333,-0.0366162666666666,-0.0508313333333333,0.021289,-0.0077199666666666,0.0143033,-0.0995705,-0.1482866666666666,0.1173618666666666,0.0284238333333333,0.05839,0.2118941333333333,-0.0542966,0.0858157666666666,0.1249247333333333,0.0378567,0.0575966666666666,-0.0363495333333333,0.0830977333333333,-0.0616775133333333,0.1514707333333333,-0.0554929666666666,-0.1110140666666666,-0.11614018,-0.0149928,0.0155980333333333,0.0754163666666666,0.0320934666666666,0.0242918,0.1025683,-0.08314498,-0.05482818,0.0987246333333333,0.0985708333333333,0.1142248333333333,0.0176187366666666,0.1129349666666666,0.0035106666666666,-0.0366843999999999,0.1306414,-0.0379725333333333,0.1161784333333333,-0.1625900333333333,0.2166117,0.0493210333333333,0.1657714033333333,0.017453,-0.0052090666666666,0.1085093333333333,0.0053980799999999,0.1213912266666666,0.089483,-0.0224748666666666,0.0462420666666666,0.1095818,0.0503739,0.0247854666666666,-0.0226111533333333,0.0146835299999999,-0.0693308333333333,0.2186108666666667,-0.0192360699999999,-0.0028636666666666,0.1181955666666666,-0.0581653333333333,-0.0437244066666666,-0.0857387333333333,0.1348030999999999
0.3280371333333333,-0.06533623,0.1593283333333333,0.1454098999999999,0.0840230333333333,-0.0162440466666666,0.0369679333333333,0.1568035666666666,-0.0075949333333333,0.138008324,-0.0378423,-0.0616502666666666,0.0185807333333333,0.0886421333333333,-0.0575209333333333,0.0429921666666666,0.07311863,0.1366099999999999,0.0264539,-0.1227349666666666,0.0981139666666666,0.034238,0.1305586666666666,0.0585951666666666,0.0373683666666666,0.0938488,0.1071749999999999,-0.0770686333333333,0.0924028333333333,0.1205733666666666,0.162984,0.1520969333333333,0.0951541333333333,0.0120243333333333,0.0996528333333333,0.0147387366666666,-0.1363931,0.1441223333333333,0.0170249999999999,0.0114162999999999,-0.0707471333333333,0.0481935999999999,-0.035842,-0.0060471,0.0593611666666666,-0.0059102933333333,-0.0803978,-0.0739483,-0.0920452166666666,0.0499046266666666,0.0149472333333333,0.0919069699999999,-0.1423204666666666,-0.05865,-0.0519198666666666,-0.0139104666666666,-0.0435862666666666,0.2483787666666666,-0.03828456,-0.0393557666666666,0.0719295333333333,0.03667569,-0.0194495766666666,0.0574074666666666,0.1009649333333333,-0.110049,0.1472040999999999,-0.0867399666666666,-0.0948205666666666,-0.05997199,-0.0184582999999999,0.0164156933333333,0.05222106,-0.0133071666666666,0.0969533333333333,0.1178228,-0.0385053333333333,0.0134703966666666,0.0411002999999999,-0.0159673333333333,0.0722295333333333,-0.0161347333333333,-0.0034691,0.0478716333333333,0.0163693999999999,-0.0858996666666666,-0.0494955333333333,0.2702659333333333,-0.2121466,0.0084756666666666,0.0945381,0.030656,0.0214420666666666,0.0738558666666666,-0.2568416533333333,0.0779674333333333,0.0191596,0.0970221,-0.170453,0.0362960333333333,0.0059176333333333,-0.1061184333333333,-0.1144214333333333,-0.0081678333333333,-0.0149459999999999,0.0440753999999999,0.0274763333333333,-0.0126806999999999,-0.0062736699999999,-0.1094198,-0.0190027666666666,-0.0492522,-0.1518233,0.2724986666666666
0.2148735666666666,0.0169268,0.0584609666666666,-0.1287736,0.0977265333333333,-0.10250717,0.0199537666666666,0.1064705666666666,-0.0080358466666666,-0.0246346333333333,-0.0070929266666666,-0.0956045666666666,-0.0419838666666666,-0.0265663233333333,0.0055954899999999,-0.0220816666666666,-0.0106959333333333,0.1293674,0.0844173666666666,-0.035112,-0.0888818633333333,0.0119201666666666,0.09900536,-0.02264473,0.0322375333333333,0.1430806,0.1402213333333333,-0.1613854333333333,0.0553474333333333,0.0027202999999999,0.2638943333333333,0.098528,0.0603595509999999,-0.0302004566666666,-0.0039119333333333,0.1689668333333333,0.0012724333333333,0.1453095,0.0617432666666666,0.0268045633333333,-0.0958378,-0.0506566466666666,-0.0079979633333333,-0.0962591666666666,0.1041827333333333,-0.0090405666666666,0.0186993333333333,0.0436044666666666,-0.0117656333333333,0.0699887666666666,0.0096281666666666,-0.0318438,0.0535069333333333,0.0309074666666666,-0.0473318666666666,-0.0165610866666666,-0.1119752333333333,0.1604618666666666,-0.0467951,-0.0974375666666666,-0.0027842333333333,0.00162157,-0.1073929666666666,0.0272314333333333,0.0126086666666666,-0.0086253333333333,0.0161399999999999,0.0102207821999999,-0.0330157,-0.0705987666666666,0.1035263666666666,0.0154299,-0.0310760999999999,0.0131590333333333,0.0772171666666666,0.0124590666666666,0.1180006666666666,0.1517365,-0.0420024,-0.0505937333333333,0.02543112,-0.08378872,-0.0590511993333333,0.1957030666666666,0.0864993666666666,-0.2012614333333333,-0.0633113666666666,0.1413942066666667,-0.3008961333333333,-0.0774035746666666,0.0509866166666666,-0.0397152966666666,-0.0235659,0.0898335666666666,-0.1273780333333333,0.0655636666666666,-0.0889822,0.0139743533333333,-0.160859,-0.0564538999999999,-0.0350606666666666,-0.0470279999999999,-0.1126514333333333,0.0102311,0.1084376666666667,0.0493406666666666,0.03949417,0.0080865333333333,0.0245506666666666,-0.156155,-0.0119932333333333,0.0932799999999999,-0.0162342333333333,0.260902
